id,Headline,Category,Date,realorfake
28554,Incoming OPEC sec-gen says group intent on stronger unity,World News,6/2/2016 0:00,real
28555,U.S. crackdown on payday lenders sharpens political battle lines,World News,6/2/2016 0:00,real
28556,Uber raises $3.5 billion from Saudi Arabia's sovereign wealth fund,World News,6/1/2016 0:00,real
28557,"U.N. plans for air drops, food aid in Syria suffer setbacks",World News,6/2/2016 0:00,real
28558,MSF urges Turkey to open border to Syrians fleeing fighting,World News,6/2/2016 0:00,real
28559,Philippines' Duterte denounced for defending killing of some journalists,World News,6/1/2016 0:00,real
28560,Philippines' Duterte says he won't surrender rights in South China Sea,World News,6/2/2016 0:00,real
28561,"Some officials worry about briefing Trump, fearing spilled secrets",World News,6/2/2016 0:00,real
28562,Factbox: OPEC still standing among the ruins of former cartels,World News,6/2/2016 0:00,real
28563,Use it or lose it: Occasional Ohio voters may be shut out in November,World News,6/2/2016 0:00,real
28564,Air France pilot unions call for strike during Euro 2016,World News,6/2/2016 0:00,real
28565,Somalia ends operation to secure hotel bombed by al Shabaab,World News,6/2/2016 0:00,real
28566,Native Americans move to frontlines in battle over voting rights,World News,5/31/2016 0:00,real
28567,Thousands of voters in limbo after Kansas demands proof they're American,World News,6/1/2016 0:00,real
28568,"With $50 crude, signs of life return to West Texas oilfields",World News,6/2/2016 0:00,real
28569,Damascus working to ensure aid delivery to all Syrians: top Assad adviser,World News,6/2/2016 0:00,real
28570,"Turkey's Erdogan says U.S.-backed Syrian force largely Arab, in tacit approval",World News,6/2/2016 0:00,real
28571,"Germany-Turkey ties are strong, says Merkel after Armenia genocide vote",World News,6/2/2016 0:00,real
28572,Turkey recalls ambassador to Germany over Armenian genocide vote: PM,World News,6/2/2016 0:00,real
28573,"Carter says Islamic State used Manbij to plot against U.S., Europe, Turkey",World News,6/2/2016 0:00,real
28574,German resolution on Armenian genocide damages relations with Turkey: AKP,World News,6/2/2016 0:00,real
28575,"Armenia hails German MPs' resolution calling Armenian massacres ""genocide""",World News,6/2/2016 0:00,real
28576,U.S. takes further steps to block North Korea's access to financial system,World News,6/1/2016 0:00,real
28577,"Three monks charged in Thailand as tiger potions, charms point to illicit trade",World News,6/2/2016 0:00,real
28578,Iraq deputy minister says expects oil price at $55-65 in second half,World News,6/2/2016 0:00,real
28579,Kuwait minister says oil price at $50-60 is appropriate,World News,6/2/2016 0:00,real
28580,UAE oil minister expects oil price to rise in second half,World News,6/2/2016 0:00,real
28581,"Nigeria oil minister: OPEC open-minded, Nigeria's output back up to 1.6 million bpd",World News,6/2/2016 0:00,real
28582,Angola oil minister sees chance that OPEC may decide on oil output cap,World News,6/2/2016 0:00,real
28583,Venezuela oil minister proposes OPEC 'supply range',World News,6/2/2016 0:00,real
28584,OPEC deal on oil output ceiling seen tough due to Iran - sources,World News,6/1/2016 0:00,real
28585,Iran says OPEC cannot control anything without output quotas,World News,6/2/2016 0:00,real
28586,Engineering professor killed in murder-suicide at UCLA: coroner,World News,6/1/2016 0:00,real
28587,Turkey shells Islamic State in Syria west of U.S.-backed assault,World News,6/2/2016 0:00,real
28588,Could a millionaire businessman save Iraq’s Sunnis?,World News,6/1/2016 0:00,real
28589,Turkish PM says 'irrational' for Germany to approve genocide resolution,World News,6/2/2016 0:00,real
28590,"Islamic State faces major assaults on two fronts in Iraq, Syria",World News,6/1/2016 0:00,real
28591,Venezuela slams Americas bloc suspension threat as 'imperialist' plot,World News,6/1/2016 0:00,real
28592,"China tells U.S., don't let allies set South China Sea policy",World News,6/2/2016 0:00,real
28593,"Temasek, GIC buy $1 billion in Alibaba stock in SoftBank sale",World News,6/1/2016 0:00,real
28594,"Battling to hold off Sanders, Democrat Clinton to assail Trump on foreign policy",World News,6/1/2016 0:00,real
28595,Archived State Department briefing video deliberately cut,World News,6/1/2016 0:00,real
28596,U.S. military sees Afghan talks with new Taliban leader unlikely,World News,6/1/2016 0:00,real
28597,Redstone's granddaughter says she backs Viacom's directors,World News,6/1/2016 0:00,real
28598,U.S.-backed forces open major front in Syria war,World News,6/1/2016 0:00,real
28599,Obama slams Trump for promising to roll back Wall Street reforms,World News,6/1/2016 0:00,real
28600,South China Sea set to dominate Singapore security summit,World News,6/1/2016 0:00,real
28601,U.S.-backed Syrian force to reach IS-held town in days: Kurdish source,World News,6/1/2016 0:00,real
28602,Syrian opposition wants clarity over attacks by U.S.-backed force,World News,6/1/2016 0:00,real
28603,Starr steps down as Baylor chancellor after sex assault scandal,World News,6/1/2016 0:00,real
28604,"U.S. stocks stage late rebound, dollar slips",World News,6/1/2016 0:00,real
28605,Ex-officer charged in Florida shooting death of black man,World News,6/1/2016 0:00,real
28606,Uber raises $3.5 billion from Saudi Arabia's sovereign wealth fund,World News,6/1/2016 0:00,real
28607,Syrian opposition proposes nationwide Ramadan truce,World News,6/1/2016 0:00,real
28608,"Syria's besieged Daraya gets its first aid since 2012, but no food",World News,6/1/2016 0:00,real
28609,"U.S. unveils guidelines to reduce salt in restaurant, packaged food",World News,6/1/2016 0:00,real
28610,World Food Program should aim to start Syria aid air drops: State Department,World News,6/1/2016 0:00,real
28611,"Fed report points to slight rise in inflation, tight job market",World News,6/1/2016 0:00,real
28612,Rise in U.S. manufacturing activity masks underlying weakness,World News,6/1/2016 0:00,real
28613,Exclusive: U.S.-backed Syria forces launch offensive for Manbij pocket - U.S. officials,World News,6/1/2016 0:00,real
28614,Japan's SoftBank plans to sell $7.9 billion in Alibaba stock to cut debt,World News,5/31/2016 0:00,real
28615,Iraq stalls Falluja assault 'to protect civilians',World News,6/1/2016 0:00,real
28616,Exclusive: Fed records show dozens of cybersecurity breaches,World News,6/1/2016 0:00,real
28617,"Lavrov, Kerry discuss possible joint action against Nusra Front in Syria: Russian government",World News,6/1/2016 0:00,real
28618,French vessel detects signals from EgyptAir jet black box,World News,6/1/2016 0:00,real
28619,Aid convoys reach Syria's besieged Daraya and Mouadamiya: U.N.,World News,6/1/2016 0:00,real
28620,"Japan PM delays sales tax hike, puts fiscal reform on back burner",World News,6/1/2016 0:00,real
28621,Trail in Ecuador cyberheist leads to gamers’ crash pad in Hong Kong,World News,6/1/2016 0:00,real
28622,Turkey not contributing to U.S.-backed Syria operation near Manbij: source,World News,6/1/2016 0:00,real
28623,Inquests into deadly Birmingham pub bombings to be reopened,World News,6/1/2016 0:00,real
28624,"U.N. sounds alarm about Falluja children, food supply",World News,6/1/2016 0:00,real
28625,Fear for civilians as Islamic State halts Iraqi army at gates of Falluja,World News,5/31/2016 0:00,real
28626,"Special Report: After university crackdown, Egyptian students fear for their future",World News,6/1/2016 0:00,real
28627,Alienation grows in Brussels district that bred Paris attackers,World News,6/1/2016 0:00,real
28628,"As Beijing flexes muscles in South China Sea, Malaysia eyes harder response",World News,5/31/2016 0:00,real
28629,U.S. court rules $24.9 billion Dell buyout underpriced by 22 percent,World News,5/31/2016 0:00,real
28630,Turkish army kills 14 Islamic State militants near Aleppo,World News,6/1/2016 0:00,real
28631,"Israel's settlement drive is becoming irreversible, diplomats fear",World News,5/31/2016 0:00,real
28632,Criminal charges possible in killing of Cincinnati gorilla,World News,5/31/2016 0:00,real
28633,General Mills recalls flour over possible link to E.coli outbreak,World News,5/31/2016 0:00,real
28634,"Combative Trump says he raised $5.6 million for vets, bashes media",World News,5/31/2016 0:00,real
28635,Gorilla death highlights vague U.S. zoo safety rules,World News,6/1/2016 0:00,real
28636,"September 11 suspect asks that U.S. judge step down, cites evidence destruction",World News,5/31/2016 0:00,real
28637,Prosecutors sue to recover life insurance held by San Bernardino shooter,World News,5/31/2016 0:00,real
28638,Wall St. ends May with whimper as energy shares slump,World News,5/31/2016 0:00,real
28639,"Viacom CEO, board face tough fight against Redstone: experts",World News,5/30/2016 0:00,real
28640,Shari Redstone says she does not want to manage Viacom,World News,5/31/2016 0:00,real
28641,Actor Michael Jace of TV's 'The Shield' convicted of murdering wife,World News,5/31/2016 0:00,real
28642,Oil dips but notches fourth straight monthly gain,World News,5/31/2016 0:00,real
28643,"U.S. stocks fall on economic worries, dollar firms",World News,5/31/2016 0:00,real
28644,Attempted North Korea missile launch fails: South Korea,World News,5/31/2016 0:00,real
28645,U.S. says North Korea's nuclear ambitions on table in China talks,World News,5/31/2016 0:00,real
28646,Canada PM Trudeau will not be punished for elbowing legislator,World News,5/31/2016 0:00,real
28647,U.S. urges North Korea to curb actions that raise tensions in northeast Asia,World News,5/31/2016 0:00,real
28648,A bar as a national monument? New York's LGBT landmark vies for honor,World News,5/31/2016 0:00,real
28649,Cost squeeze helps VW brand back to profit after diesel debacle,World News,5/31/2016 0:00,real
28650,"VW's European recall takes longer as only 50,000 cars fixed",World News,5/31/2016 0:00,real
28651,Supreme Court rejects constitutional challenge to death penalty,World News,5/31/2016 0:00,real
28652,Saudi says intercepts and destroys ballistic missile from Yemen,World News,5/31/2016 0:00,real
28653,U.S. consumer spending increase strongest in over six years,World News,5/31/2016 0:00,real
28654,"Carl Icahn acquires 'large position' in Allergan, backs CEO",World News,5/31/2016 0:00,real
28655,"Good morning, North Korea! Defector preaches dangers of cult worship",World News,5/31/2016 0:00,real
28656,"California governor endorses Clinton, calls Trump dangerous",World News,5/31/2016 0:00,real
28657,Exclusive: Westinghouse to get new site for Indian nuclear plant - officials,World News,5/31/2016 0:00,real
28658,Deadly week in Mediterranean as smugglers pack boats before Ramadan: UNHCR,World News,5/31/2016 0:00,real
28659,Islamic State said to use hundreds as human shields in Falluja: U.N.,World News,5/31/2016 0:00,real
28660,"China to 'pressure' U.S. on maritime issues, paper says",World News,5/31/2016 0:00,real
28661,Iraqi forces free two Yazidi women during assault on IS-held Falluja,World News,5/31/2016 0:00,real
28662,State lawmakers override bill veto to ease Chicago pension payments,World News,5/30/2016 0:00,real
28663,Animal rights activists briefly disrupt Sanders' rally in California,World News,5/31/2016 0:00,real
28664,Iraqi army storms to edge of Islamic State-held Falluja; fresh bombings hit Baghdad,World News,5/30/2016 0:00,real
28665,"Verizon, unions agree to pay raises, new jobs to end strike",World News,5/30/2016 0:00,real
28666,Netanyahu says willing to discuss Arab initiative for peace with Palestinians,World News,5/30/2016 0:00,real
28667,Brother of Paris attacker on trial over militant training,World News,5/30/2016 0:00,real
28668,"Alibaba tells vendors to halt drug sales online, cites government rule change",World News,5/30/2016 0:00,real
28669,Somalia sentences two to life in prison for February airline blast,World News,5/30/2016 0:00,real
28670,Fed's Bullard says global markets seem well-prepared for summer rate hike,World News,5/30/2016 0:00,real
28671,Japan puts military on alert for possible North Korea missile launch,World News,5/30/2016 0:00,real
28672,Ohio zoo defends safety where boy climbed barrier and gorilla died,World News,5/30/2016 0:00,real
28673,Brazil's anti-corruption minister quits over leaked recordings,World News,5/30/2016 0:00,real
28674,Sept. 11 suspects' treatment a focus in Guantanamo hearing,World News,5/30/2016 0:00,real
28675,Kidnapped Mexican striker Pulido escaped by punching captor: official,World News,5/29/2016 0:00,real
28676,South Korea detects sign of possible planned North Korea missile launch,World News,5/30/2016 0:00,real
28677,Drowned baby picture captures week of tragedy in Mediterranean,World News,5/30/2016 0:00,real
28678,Rio de Janeiro police search slums for suspects in gang-rape case,World News,5/29/2016 0:00,real
28679,White House back to normal after security lockdown,World News,5/30/2016 0:00,real
28680,Philippine Congress proclaims Duterte winner of presidential election,World News,5/30/2016 0:00,real
28681,"Suspected shark attacks in Florida, California over  holiday weekend",World News,5/30/2016 0:00,real
28682,Leadership row in Turkey's nationalist opposition helps Erdogan,World News,5/30/2016 0:00,real
28683,New photo of Japanese hostage appears with message pleading for help,World News,5/30/2016 0:00,real
28684,Judge criticized by Trump unseals documents in Trump University case,World News,5/29/2016 0:00,real
28685,Hopes and fears for jobs as Afghan cement factory reopens,World News,5/30/2016 0:00,real
28686,U.S.-backed Syrian alliance widens offensive near IS capital,World News,5/30/2016 0:00,real
28687,NBA player Bryce Dejean-Jones killed in Dallas shooting,World News,5/28/2016 0:00,real
28688,U.S.-led coalition troops seen near front line in new Iraq offensive,World News,5/29/2016 0:00,real
28689,"Shooting rampage in Houston leaves two dead, six wounded",World News,5/29/2016 0:00,real
28690,Killing of gorilla to save boy at Ohio zoo sparks outrage,World News,5/29/2016 0:00,real
28691,Brother of man killed in U.S. strike on Taliban chief files police report,World News,5/29/2016 0:00,real
28692,"Data analysis from Paris raid on Google will take months, possibly years: prosecutor",World News,5/29/2016 0:00,real
28693,"Merkel, Hollande together mark 100 years since Verdun battle",World News,5/29/2016 0:00,real
28694,Between 700-900 migrants may have died at sea this week: NGOs,World News,5/29/2016 0:00,real
28695,U.S. panel launches trade secret theft probe into China steel,World News,5/26/2016 0:00,real
28696,Turkey's new prime minister wins vote of confidence in parliament,World News,5/29/2016 0:00,real
28697,"Rubio warms to Trump, but won't be his vice president",World News,5/29/2016 0:00,real
28698,Five U.N. soldiers killed in central Mali attack,World News,5/29/2016 0:00,real
28699,"Venezuela government, opposition meet with mediators in Dominican Republic",World News,5/28/2016 0:00,real
28700,"Trump's San Diego rally draws more than 1,000 chanting protesters",World News,5/27/2016 0:00,real
28701,"Flint, Michigan, pipe-replacement cost nearly doubles: newspaper",World News,5/28/2016 0:00,real
28702,Canada's Trudeau defends assisted suicide bill as deadline nears,World News,5/28/2016 0:00,real
28703,"Once dismissed, shark attacks may hit new record in 2016",World News,5/28/2016 0:00,real
28704,Russia says eight athletes positive in London 2012 re-tests,World News,5/28/2016 0:00,real
28705,"Obama mourns dead in Hiroshima, calls for world without nuclear arms",World News,5/26/2016 0:00,real
28706,France's Macron launches door-to-door campaign as presidency battle looms,World News,5/28/2016 0:00,real
28707,"Islamic State commander in Falluja killed, U.S. military says",World News,5/27/2016 0:00,real
28708,NBA's Thunder targeted by deceased McClendon's creditors,World News,5/27/2016 0:00,real
28709,U.S. sees first case of bacteria resistant to last-resort antibiotic,World News,5/26/2016 0:00,real
28710,Gawker privacy lawsuit evolves into battle of tech billionaires,World News,5/28/2016 0:00,real
28711,"Sumner Redstone suggests he could oust Viacom board, CEO",World News,5/27/2016 0:00,real
28712,Court sets June 7 hearing on Viacom CEO's removal from Redstone trust,World News,5/27/2016 0:00,real
28713,Yellen says Fed rate hike likely appropriate in coming months,World News,5/27/2016 0:00,real
28714,New incentives needed to develop antibiotics to fight superbugs,World News,5/28/2016 0:00,real
28715,Fed reaction to data barrage is focus for stocks,World News,5/27/2016 0:00,real
28716,Bathroom lawsuit could send transgender rights to Supreme Court,World News,5/27/2016 0:00,real
28717,"No new signal from EgyptAir jet since day of crash, search intensifies",World News,5/27/2016 0:00,real
28718,No new signal from EgyptAir jet since day of crash as search intensifies,World News,5/27/2016 0:00,real
28719,DoubleLine's Gundlach: Yellen remark 'doesn't suggest' June hike,World News,5/27/2016 0:00,real
28720,Sanders disappointed after Trump pulls out of debate,World News,5/27/2016 0:00,real
28721,"Putin says Romania, Poland may now be in Russia's cross-hairs",World News,5/27/2016 0:00,real
28722,Putin says Crimea's status as part of Russia not up for discussion,World News,5/27/2016 0:00,real
28723,Automakers recall 12 million U.S. vehicles over Takata air bags,World News,5/27/2016 0:00,real
28724,"BMW recalls 120,000 cars over Takata air bags: Bild",World News,5/27/2016 0:00,real
28725,"Islamic State advance near Turkish border, civilians trapped",World News,5/27/2016 0:00,real
28726,Turkey says U.S. 'two-faced' for not viewing Syrian Kurdish YPG as terrorists,World News,5/27/2016 0:00,real
28727,U.S. economic growth revised higher in first quarter,World News,5/27/2016 0:00,real
28728,"Verizon strike seen lowering U.S. May payrolls by 35,000 jobs",World News,5/27/2016 0:00,real
28729,Traders bet on rising rates after Fed's Yellen signals hikes are coming,World News,5/27/2016 0:00,real
28730,Hollande says won't let protesters choke economy as police clear fuel picket,World News,5/27/2016 0:00,real
28731,Monsanto boss could net $70 million from a Bayer takeover,World News,5/27/2016 0:00,real
28732,G7 vows growth efforts as Japan's Abe warns of global crisis,World News,5/27/2016 0:00,real
28733,G7 told to act on antibiotics as dreaded superbug hits U.S.,World News,5/27/2016 0:00,real
28734,U.S. economy seen growing 2.2 percent in second quarter: N.Y. Fed,World News,5/27/2016 0:00,real
28735,Russia says U.S. 'delays' with joint Syria action may hit peace process,World News,5/27/2016 0:00,real
28736,"Iraqis fleeing Mosul to Syria, up to 50,000 anticipated: UNHCR",World News,5/27/2016 0:00,real
28737,"Trump, Sanders explore staging unusual presidential debate",World News,5/26/2016 0:00,real
28738,Trump vows to undo Obama's climate agenda in appeal to oil sector,World News,5/26/2016 0:00,real
28739,Clinton says she understands U.S. voter concerns about emails report,World News,5/26/2016 0:00,real
28740,North Korea threatens retaliation after South Korean warning shots,World News,5/27/2016 0:00,real
28741,France says fuel supply improving after depot blockades cleared,World News,5/27/2016 0:00,real
28742,Brexit would be serious risk to global economic growth: G7 leaders,World News,5/27/2016 0:00,real
28743,China says extremely dissatisfied with G7 statement on South China Sea,World News,5/27/2016 0:00,real
28744,Push to expand FBI surveillance authority threatens U.S. email privacy bill,World News,5/26/2016 0:00,real
28745,China faces headaches from warming Vietnam-U.S. ties,World News,5/27/2016 0:00,real
28746,"Hiroshima survivors: Obama speech moving, 'more than enough'",World News,5/27/2016 0:00,real
28747,Russian demining experts return from Syria-Ifax cites defense ministry,World News,5/27/2016 0:00,real
28748,Japan expands Takata air bag recall by about 7 million vehicles,World News,5/27/2016 0:00,real
28749,China says 'resolutely opposes' U.S. trade secret theft probe over steel,World News,5/27/2016 0:00,real
28750,Al Qaeda still reaping oil profits in Yemen despite battlefield reverses,World News,5/27/2016 0:00,real
28751,French recovery on track as consumers unfazed by strikes,World News,5/27/2016 0:00,real
28752,"Spellers from Texas, N.Y. state battle to tie in U.S. Spelling Bee",World News,5/27/2016 0:00,real
28753,Cyber firms say Bangladesh hackers have attacked other Asian banks,World News,5/26/2016 0:00,real
28754,Obama lays wreath at Hiroshima peace park on historic visit,World News,5/27/2016 0:00,real
28755,Japan PM Abe: G7 shares 'strong sense of crisis' over world economy,World News,5/27/2016 0:00,real
28756,G7 pledges to tackle steel glut; doubts over impact,World News,5/27/2016 0:00,real
28757,France's Hollande: Brexit would be bad news for world economy,World News,5/27/2016 0:00,real
28758,British PM Cameron says happy to meet Trump but no dates fixed,World News,5/27/2016 0:00,real
28759,UK's Cameron says net migration figures disappointing,World News,5/27/2016 0:00,real
28760,"UK PM Cameron says never a 'closet Brexiteer', Britain needs EU for economy",World News,5/27/2016 0:00,real
28761,Push for encryption law falters despite Apple case spotlight,World News,5/27/2016 0:00,real
28762,Google beats Oracle in $9 billion Android trial,World News,5/26/2016 0:00,real
28763,Short sellers circle Alibaba amid SEC probe,World News,5/26/2016 0:00,real
28764,Thousands miss flights because of airport screening: American Airlines executive,World News,5/26/2016 0:00,real
28765,Secret Service punishes 41 over leak of lawmaker's data,World News,5/26/2016 0:00,real
28766,France sends underwater probes to EgyptAir search zone,World News,5/26/2016 0:00,real
28767,Oil dips after hitting $50/bbl; U.S. stocks steady,World News,5/25/2016 0:00,real
28768,New Whole Foods chain 365 faces tough mission: Cut prices without being 'cheap',World News,5/25/2016 0:00,real
28769,Oil dips after hitting $50/bbl as glut worries resurface,World News,5/26/2016 0:00,real
28770,Viacom CEO Dauman seeks trial by end-Sept over Redstone trust,World News,5/26/2016 0:00,real
28771,Mississippi governor to join suit against Obama transgender policy,World News,5/26/2016 0:00,real
28772,Top Shi'ite cleric urges restraint in assault on Iraq's Falluja,World News,5/25/2016 0:00,real
28773,"Sanders may debate Trump, not Clinton, before California contest",World News,5/26/2016 0:00,real
28774,"U.S. rates may rise 'fairly soon,' Brexit a concern: Fed's Powell",World News,5/26/2016 0:00,real
28775,Risks of waiting to raise rates 'not that great': Fed's Powell,World News,5/26/2016 0:00,real
28776,Britain's EU vote does not pose systemic risk: Fed's Powell,World News,5/26/2016 0:00,real
28777,"Clashes at French protests, union warns of Euro soccer disruption",World News,5/26/2016 0:00,real
28778,"U.S. business spending mired in weakness, but economy picking up",World News,5/26/2016 0:00,real
28779,"U.S. Virgin Islands sues Takata, Honda over airbags",World News,5/26/2016 0:00,real
28780,G7 agrees need strong message on South China Sea; China says don't 'hype',World News,5/26/2016 0:00,real
28781,"Don't lie, don't cheat, don't start rumors, says new FX code",World News,5/26/2016 0:00,real
28782,France strike hits nuclear plants sending output lower,World News,5/26/2016 0:00,real
28783,Striking French oil workers meet Friday over next steps,World News,5/26/2016 0:00,real
28784,"Obama: Trump displays ignorance, seeks tweets over solutions",World News,5/26/2016 0:00,real
28785,U.S. pending home sales jump to highest level since early 2006,World News,5/26/2016 0:00,real
28786,Hundreds protest in downpour at shut McDonald's headquarters,World News,5/25/2016 0:00,real
28787,"Japan PM Abe tells G7 North Korea nuclear, missile developments a concern for Europe",World News,5/26/2016 0:00,real
28788,Expandable space habitat fails to inflate in NASA's first test,World News,5/26/2016 0:00,real
28789,"SEC probes Alibaba accounting methods, shares dive",World News,5/25/2016 0:00,real
28790,U.S. jobless claims fall more than expected last week,World News,5/26/2016 0:00,real
28791,War College: Will there be war in the South China Sea?,World News,5/20/2016 0:00,real
28792,China says it followed rules in U.S. aircraft intercept,World News,5/26/2016 0:00,real
28793,Greece starts moving migrants from squalid border camp,World News,5/24/2016 0:00,real
28794,Merkel says more time needed on EU-Turkey visa deal,World News,5/25/2016 0:00,real
28795,Cartel or talking shop? OPEC awaits Saudi ruling,World News,5/26/2016 0:00,real
28796,OPEC panel ahead of policy meeting sees improving oil market: sources,World News,5/26/2016 0:00,real
28797,Atomic bomb survivors to attend Hiroshima event for Obama visit,World News,5/26/2016 0:00,real
28798,Naming of new Taliban chief seen dimming Obama's hopes for Afghan peace talks,World News,5/25/2016 0:00,real
28799,"EU, Japan seek political agreement on trade pact within this year",World News,5/26/2016 0:00,real
28800,"Abe: global economy faces big risks, Japan to press on with 'Abenomics'",World News,5/26/2016 0:00,real
28801,Germany's Merkel says risks to global economy persist despite growth,World News,5/26/2016 0:00,real
28802,"G7 sees need to send strong message on South, East China Sea disputes",World News,5/26/2016 0:00,real
28803,UK business investment falls ahead of EU referendum,World News,5/26/2016 0:00,real
28804,Exclusive: New York financial regulator gearing up to probe online lenders - source,World News,5/25/2016 0:00,real
28805,Brazilian companies rank worst among major economies on cyber security: report,World News,5/26/2016 0:00,real
28806,G7 concerned over emerging markets; PM Abe makes Lehman comparison,World News,5/26/2016 0:00,real
28807,Japan PM Abe warns of Lehman-magnitude crisis: Nikkei,World News,5/26/2016 0:00,real
28808,"Takata hires Lazard, seeks cash infusion after air bag deaths",World News,5/25/2016 0:00,real
28809,Exclusive: Apple explores charging stations for electric vehicles,World News,5/25/2016 0:00,real
28810,Exclusive: Brazil investigating possible corruption at Olympic venues,World News,5/25/2016 0:00,real
28811,Eight protesters arrested at Trump rally in California,World News,5/25/2016 0:00,real
28812,"Exclusive: In Ecuador cyber heist, thieves moved $9 million to 23 Hong Kong firms",World News,5/25/2016 0:00,real
28813,States ratchet up transgender battle with lawsuit against U.S.,World News,5/25/2016 0:00,real
28814,"Clinton email server broke government rules, watchdog finds",World News,5/25/2016 0:00,real
28815,"Russia's Putin pardons Ukrainian pilot, sends her home in prisoner swap",World News,5/25/2016 0:00,real
28816,HP Enterprise to merge IT services unit with Computer Sciences,World News,5/24/2016 0:00,real
28817,"Microsoft to cut 1,850 jobs at struggling smartphone unit",World News,5/25/2016 0:00,real
28818,"Afghan Taliban appoint a new leader, Kabul urges peace",World News,5/25/2016 0:00,real
28819,New Afghan Taliban leader was compromise candidate: sources,World News,5/25/2016 0:00,real
28820,Fed survey lays bare U.S. economic divide,World News,5/25/2016 0:00,real
28821,Exxon shareholders pass measure that may put climate expert on board,World News,5/25/2016 0:00,real
28822,"Netanyahu signs coalition deal, names far-right Lieberman defense chief",World News,5/25/2016 0:00,real
28823,Exclusive: Sanofi to unveil challenge to Medivation's board - sources,World News,5/25/2016 0:00,real
28824,Sanofi moves to oust Medivation board in $9.3 billion takeover fight,World News,5/25/2016 0:00,real
28825,Israel's new defense chief jokes about curbing his fiery nature,World News,5/25/2016 0:00,real
28826,U.S. says new Israeli coalition raises 'legitimate questions',World News,5/25/2016 0:00,real
28827,"Japan PM protests Okinawa crime to Obama, who promises cooperation",World News,5/25/2016 0:00,real
28828,"State Department was not doing enough on emails, records: spokesman",World News,5/25/2016 0:00,real
28829,"Germany, France hold back NATO, EU ambitions in Libya",World News,5/25/2016 0:00,real
28830,Clinton spokesman: IG report shows no Clinton missteps on emails,World News,5/25/2016 0:00,real
28831,"Monsanto rejects Bayer bid, but open to more talks",World News,5/24/2016 0:00,real
28832,New Afghan Taliban leader issued no audio message: spokesman,World News,5/25/2016 0:00,real
28833,Japan PM protests against Okinawa incident at summit with Obama,World News,5/25/2016 0:00,real
28834,Tech billionaire Thiel backs wrestler Hogan's Gawker lawsuit - Forbes,World News,5/25/2016 0:00,real
28835,"Protesters throw rocks, bottles at police outside Trump rally in New Mexico",World News,5/25/2016 0:00,real
28836,Obama to Asians worried about U.S. election: It's going to be OK,World News,5/25/2016 0:00,real
28837,"Trump advisers push him to target OPEC, regulations in big energy speech",World News,5/25/2016 0:00,real
28838,Obama says U.S. will cooperate with Japan's investigation into Okinawa murder case,World News,5/25/2016 0:00,real
28839,"Ukraine's Poroshenko vows to win back Crimea, separatist east",World News,5/25/2016 0:00,real
28840,EU to pursue checks on web platform deals with businesses,World News,5/25/2016 0:00,real
28841,U.S. leads 17 strikes against Islamic State: statement,World News,5/25/2016 0:00,real
28842,Savchenko vows to fight for Ukrainians still held by Russia,World News,5/25/2016 0:00,real
28843,Putin says pardoned Ukrainian Savchenko on 'humanitarian considerations',World News,5/25/2016 0:00,real
28844,U.S.-backed Syrian militias not preparing assault on Islamic State capital: spokesman,World News,5/25/2016 0:00,real
28845,"Twitter drops photos, videos from 140-character limit",World News,5/24/2016 0:00,real
28846,"Kremlin: two Russians jailed by Kiev return home, Putin pardons Savchenko",World News,5/25/2016 0:00,real
28847,Plane carrying Ukraine's Savchenko from Russia lands in Kiev: Poroshenko,World News,5/25/2016 0:00,real
28848,Paying the ultimate price on Mount Everest,World News,5/25/2016 0:00,real
28849,Vietnamese dissident a reluctant tourist during Obama visit,World News,5/25/2016 0:00,real
28850,Ukraine's Poroshenko to make statement at 1215 GMT,World News,5/25/2016 0:00,real
28851,"EU regulators clear $100 billion-plus AB InBev, SABMiller deal",World News,5/24/2016 0:00,real
28852,Swedish court upholds Assange arrest warrant,World News,5/25/2016 0:00,real
28853,Pilot Savchenko is on plane bound for Kiev from Russia,World News,5/25/2016 0:00,real
28854,"Toyota, Uber latest to join forces in ride-hailing rush",World News,5/24/2016 0:00,real
28855,Russia says holding off air strikes on Nusra Front in Syria,World News,5/25/2016 0:00,real
28856,Ten killed in suicide attack near Afghan capital,World News,5/25/2016 0:00,real
28857,Kerry launches Vietnam's first private university,World News,5/25/2016 0:00,real
28858,Acquittal in Freddie Gray case will not alter Maryland prosecutors' strategy,World News,5/24/2016 0:00,real
28859,"Drop in deaths in Mediterranean is hopeful sign, migration body says",World News,5/24/2016 0:00,real
28860,Obama prods Vietnam on rights after activists stopped from meeting him,World News,5/23/2016 0:00,real
28861,Clinton knocks Trump for cheering housing bubble burst,World News,5/24/2016 0:00,real
28862,Bidders fail to reach minimums for two rare U.S. coins at auction,World News,5/24/2016 0:00,real
28863,"Iraq forces keep up shelling of Falluja, U.N. concern mounts for civilians",World News,5/24/2016 0:00,real
28864,U.N. urges Falluja combatants to let civilians escape fighting,World News,5/24/2016 0:00,real
28865,U.S. to seek death penalty against accused South Carolina church shooter,World News,5/24/2016 0:00,real
28866,Pennsylvania judge orders Cosby to trial on sexual assault charge,World News,5/24/2016 0:00,real
28867,DoubleLine's Gundlach says U.S. stock market is 'dead money',World News,5/24/2016 0:00,real
28868,No sign of EgyptAir plane technical problems before takeoff: sources,World News,5/24/2016 0:00,real
